userID,assessmentItemID,testId,answerCode,Timestamp,KnowledgeTag
2144,A070004008,A040000028,0,2020-10-13 04:28:21,8894
6616,A040056003,A050000017,0,2020-06-07 06:18:33,11270
3934,A040173003,A070000075,1,2020-06-26 23:25:08,9124
1904,A030095003,A080000098,1,2020-10-23 23:58:13,1262
4208,A040175004,A040000080,1,2020-07-06 16:06:47,2122
469,A040033003,A050000014,0,2020-10-15 08:13:48,1117
3794,A060039005,A090000016,0,2020-06-18 10:48:12,7307
3257,A020187004,A080000046,1,2020-03-26 06:46:41,8868
2150,A080009003,A030000153,1,2020-09-17 02:03:57,2113
5638,A010035001,A010000177,0,2020-09-03 01:48:05,5284
610,A010006005,A030000050,0,2020-02-25 04:16:53,9098
3230,A030016005,A040000028,1,2020-07-30 06:44:17,5595
1479,A090052001,A020000066,0,2020-09-20 04:12:12,2069
2425,A050040002,A050000122,1,2020-10-07 11:05:25,586
1178,A040177003,A030000026,1,2020-06-16 07:30:15,8093
3216,A020156001,A010000153,1,2020-04-17 02:02:34,574
2930,A050040001,A030000019,0,2020-03-26 07:16:45,2048
7303,A010071005,A030000167,0,2020-11-26 05:32:15,7034
82,A080041005,A030000193,1,2020-01-28 20:34:56,9170
73,A010180006,A080000011,1,2020-07-04 03:27:52,2068
529,A040177002,A070000030,1,2020-02-18 03:09:48,162
6972,A040125003,A080000078,0,2020-12-23 06:58:40,4681
5320,A010143004,A020000008,0,2020-05-12 09:48:30,3729
3502,A060131006,A050000182,0,2020-04-15 11:22:13,4974
212,A030159004,A070000006,0,2020-08-03 02:21:02,9070
2945,A060150002,A030000169,0,2020-08-21 01:02:05,8014
1700,A040189002,A050000097,1,2020-06-25 06:12:10,7919
3946,A070085003,A010000154,0,2020-10-16 13:29:43,2091
713,A050036004,A090000064,1,2020-05-04 07:48:28,9164
6841,A070018004,A010000064,0,2020-10-05 10:07:24,1728
604,A050026007,A010000029,1,2020-09-09 11:47:28,10181
1511,A070159003,A010000127,0,2020-01-07 08:38:07,9066
1836,A070140001,A080000098,0,2020-08-11 13:23:36,1458
4524,A060073004,A050000080,0,2020-10-26 10:35:17,8423
6101,A070032005,A070000031,0,2020-03-11 04:02:59,2118
2585,A030043003,A070000025,0,2020-08-28 01:27:12,7915
38,A070143001,A010000160,0,2020-08-26 02:41:05,7817
5051,A040022002,A080000095,0,2020-04-02 00:34:41,8091
1576,A030180004,A070000124,1,2020-08-10 16:22:58,7127
1391,A050004004,A020000192,0,2020-04-11 05:29:28,7321
6808,A060170002,A090000051,0,2020-08-18 05:01:47,601
6084,A010055004,A050000138,0,2020-09-01 09:58:23,7866
4610,A010083003,A040000103,1,2020-04-13 05:54:54,2074
2101,A040038005,A050000037,0,2020-09-16 02:21:07,1532
5461,A040147005,A070000134,0,2020-09-11 08:13:44,2711
2626,A050087001,A050000121,0,2020-03-26 05:36:10,7626
4342,A030196003,A060000152,0,2020-09-01 05:32:20,7801
4039,A060079006,A010000069,0,2020-03-05 07:54:22,4797
4548,A020010003,A040000191,0,2020-10-18 05:16:02,4685
6739,A080065005,A060000087,0,2020-06-11 22:05:02,7751
371,A050162004,A040000001,0,2020-07-18 05:14:20,8794
3218,A090048001,A090000005,0,2020-03-09 06:27:41,10399
6915,A080069003,A030000175,1,2020-07-21 06:09:15,6800
3662,A020008002,A050000168,0,2020-07-27 02:29:19,7936
5265,A090020008,A060000060,0,2020-10-19 11:08:29,1444
1011,A020109005,A050000042,1,2020-10-22 06:54:08,11269
6096,A020114006,A020000117,0,2020-08-25 07:21:43,2092
4133,A010076005,A050000113,1,2020-08-31 04:07:36,10569
5173,A050022007,A070000146,0,2020-01-22 06:55:27,1396
5174,A080045003,A080000002,1,2020-10-05 03:38:38,2119
3460,A050085003,A040000101,1,2020-07-28 07:27:49,5762
225,A030052005,A020000110,0,2020-10-19 10:30:06,9924
1101,A080124007,A020000179,1,2020-08-27 09:09:24,2871
6272,A070010005,A030000124,1,2020-10-03 23:23:35,5311
7055,A030074005,A070000108,0,2020-07-01 01:52:03,8423
4009,A020138004,A080000064,1,2020-10-23 04:40:25,2120
2579,A060133007,A060000178,0,2020-03-23 11:30:38,26
318,A030179004,A050000181,0,2020-05-27 12:19:46,31
4054,A030095001,A070000001,1,2020-07-08 12:00:26,974
3424,A020028001,A080000016,1,2020-07-02 09:58:09,6555
5942,A020172005,A010000017,1,2020-05-06 07:34:51,9171
4669,A040056001,A010000153,0,2020-09-02 10:46:48,9661
3831,A010060002,A060000045,1,2020-06-08 09:25:58,9232
3172,A070121004,A060000013,1,2020-12-03 06:21:47,10398
6429,A060065005,A020000121,1,2020-10-18 05:03:51,8901
4555,A050125004,A040000127,0,2020-09-24 23:09:58,7812
7159,A070089008,A010000005,1,2020-09-11 01:46:42,451
4907,A050083007,A030000008,0,2020-09-26 06:06:04,8420
73,A050008003,A040000070,0,2020-04-24 04:46:17,1202
3550,A050027002,A030000151,1,2020-07-28 23:19:04,7928
4329,A040195003,A010000092,0,2020-09-07 10:00:43,9067
1411,A030118002,A050000084,0,2020-07-01 01:12:10,10395
390,A080054005,A020000016,1,2020-07-24 02:52:26,7803
1588,A040050005,A030000038,1,2020-11-26 04:29:37,601
6547,A030055002,A050000192,0,2020-07-03 05:37:34,2648
1638,A030066001,A040000191,1,2020-08-01 02:06:36,8129
2695,A060031005,A070000161,0,2020-08-28 23:00:07,602
6783,A060021002,A010000173,1,2020-10-26 11:23:20,2647
6715,A050172001,A090000061,0,2020-10-03 08:23:29,10784
2870,A060099001,A030000171,0,2020-09-30 01:41:30,7696
3463,A040050003,A060000083,0,2020-08-30 11:01:45,9592
2031,A030180005,A020000103,1,2020-09-30 01:04:21,3804
5961,A030022002,A020000101,1,2020-02-25 21:19:29,2626
5439,A030193006,A070000125,1,2020-09-02 05:58:54,121
7330,A010114004,A080000077,0,2020-08-12 08:38:22,2079
4316,A020070005,A060000122,0,2020-04-08 11:37:36,6827
4021,A030134004,A080000082,0,2020-09-15 10:52:34,2605
5284,A030023005,A050000038,1,2020-02-21 12:13:47,10795
4314,A040028003,A020000009,1,2020-10-25 09:46:46,6803
6557,A030005003,A010000041,0,2020-06-12 11:01:09,8423
6088,A010022003,A090000041,0,2020-10-15 11:09:15,4980
6142,A040140004,A030000010,0,2020-08-11 01:52:24,1452
4438,A020195002,A020000105,1,2020-11-18 03:55:46,396
1896,A080107004,A020000159,1,2020-10-18 03:47:49,605
3439,A050136004,A040000161,0,2020-04-14 23:37:57,1454
2355,A050103002,A060000129,0,2020-06-16 15:50:46,8906
6163,A060047003,A020000127,0,2020-04-03 05:12:54,449
6763,A040010004,A050000094,1,2020-08-30 00:02:23,9069
294,A070098001,A050000008,1,2020-09-08 07:14:52,9065
2709,A080087004,A070000158,1,2020-07-31 12:42:54,1963
2316,A010122002,A070000146,1,2020-04-09 00:56:17,1000
4277,A020131003,A040000055,1,2020-04-17 05:16:46,10747
2741,A040066004,A080000012,1,2020-04-10 14:08:28,4804
6947,A050070001,A030000009,1,2020-05-27 06:53:11,5283
949,A040085004,A060000066,0,2020-01-27 22:28:08,1583
2474,A090028003,A050000172,1,2020-05-23 01:24:36,10168
2974,A040048005,A010000060,0,2020-09-28 11:12:08,7593
1288,A070147003,A050000025,0,2020-05-08 08:24:21,2050
4003,A020191005,A040000131,0,2020-08-28 10:45:45,1010
820,A080047002,A020000165,0,2020-05-20 02:01:38,1931
3317,A070111002,A070000048,0,2020-06-17 09:03:11,8896
2000,A060060001,A090000006,1,2020-11-26 06:48:41,2614
281,A010192002,A070000009,0,2020-03-06 06:22:38,605
6868,A040052002,A060000138,0,2020-08-06 22:18:59,1249
7390,A010124005,A040000136,1,2020-08-25 04:16:42,4685
4416,A090070004,A020000135,0,2020-09-05 06:04:05,7801
668,A030178004,A030000197,0,2020-11-22 20:14:43,8433
4698,A020039001,A020000125,1,2020-09-08 12:52:51,5619
3600,A010168002,A010000115,0,2020-11-25 09:13:40,8137
6948,A040012001,A010000180,0,2020-09-23 12:20:58,5270
1871,A050087004,A050000161,0,2020-08-11 03:05:05,9187
2527,A050152001,A020000155,0,2020-10-18 05:45:52,8343
5954,A060078004,A010000122,1,2020-09-23 05:51:31,8134
3821,A040051004,A050000161,0,2020-04-29 20:48:23,4965
206,A020034004,A060000057,0,2020-09-07 03:40:31,5761
5246,A090037005,A070000150,1,2020-04-20 07:25:13,9858
1455,A050121003,A040000058,1,2020-03-10 04:18:19,10174
5313,A050138002,A060000056,1,2020-10-03 10:12:52,1444
1498,A030026002,A030000160,1,2020-09-11 07:38:57,5532
4443,A040194003,A010000088,0,2020-05-19 08:11:43,4659
4883,A020145003,A020000045,1,2020-07-15 09:32:54,8015
2182,A070155004,A080000029,0,2020-09-01 05:30:28,1582
5309,A050129002,A030000151,1,2020-03-03 09:53:08,10399
2445,A050059006,A060000041,0,2020-10-21 06:24:23,2089
4525,A020072002,A070000135,0,2020-03-19 02:57:34,10421
7277,A020042003,A060000123,0,2020-05-08 17:28:35,1261
3411,A030157008,A010000087,0,2020-08-19 11:29:43,2100
7353,A010040002,A010000047,1,2020-05-02 03:22:57,1934
1925,A070009008,A070000155,0,2020-08-25 12:24:56,4800
2502,A070094008,A080000018,1,2020-07-21 05:31:58,433
891,A030053001,A050000050,0,2020-10-13 04:16:40,2113
4523,A070023008,A090000030,1,2020-10-25 13:11:39,8006
3062,A060040002,A010000080,1,2020-10-16 09:43:45,7310
3990,A060113003,A040000011,0,2020-09-22 07:55:58,7595
4986,A010159003,A050000048,1,2020-08-08 17:25:29,6785
7226,A090058007,A060000134,0,2020-05-03 10:04:42,8420
2749,A030054005,A080000121,1,2020-09-22 10:25:32,5656
5657,A020192004,A070000082,1,2020-07-16 08:25:49,7310
1670,A050132006,A070000025,1,2020-09-15 04:20:37,10838
3969,A050173007,A080000005,0,2020-08-20 12:30:07,5267
115,A040177004,A060000046,0,2020-10-12 22:58:11,5595
6309,A070100002,A030000008,0,2020-02-21 02:52:46,8871
213,A050172003,A050000105,0,2020-02-19 03:09:51,9046
2968,A070104005,A050000159,0,2020-09-04 10:19:42,9120
2613,A070030008,A030000162,1,2020-12-02 18:52:26,1251
4589,A050152003,A080000020,1,2020-10-14 02:46:52,7941
3681,A060083005,A060000096,0,2020-08-19 08:05:51,4783
3568,A080113007,A090000018,0,2020-11-14 04:33:15,3729
3213,A040151005,A040000109,1,2020-06-05 11:04:58,9924
4498,A080117008,A050000065,0,2020-09-28 22:18:38,2712
3382,A080002006,A020000031,1,2020-03-06 22:33:16,972
5939,A070065005,A050000134,1,2020-04-21 02:51:25,8427
2911,A080032001,A060000005,0,2020-07-23 08:02:16,8896
3832,A070097001,A020000043,0,2020-10-22 08:17:45,7919
4088,A050027003,A040000101,0,2020-11-03 00:49:43,1934
7039,A080081004,A070000107,0,2020-11-25 07:06:43,3729
7049,A020102003,A080000072,1,2020-07-17 10:34:57,4661
2424,A010132004,A020000194,1,2020-04-28 03:54:31,419
4121,A060173002,A050000123,1,2020-06-21 04:43:10,5298
2858,A050167002,A020000093,1,2020-09-25 12:36:10,7856
936,A040046002,A060000032,1,2020-09-28 16:32:25,10403
5192,A090011007,A080000133,1,2020-09-01 08:24:58,7248
7332,A060177003,A030000031,1,2020-10-13 07:10:46,3792
300,A070131007,A040000096,0,2020-12-03 04:50:20,8894
2894,A080081003,A080000121,0,2020-08-26 02:55:56,1876
2628,A090009003,A020000174,0,2020-07-22 05:07:31,602
4668,A030162005,A070000158,0,2020-07-02 03:35:34,2114
3233,A030198003,A040000138,1,2020-06-18 05:37:18,7866
2207,A040099004,A050000150,1,2020-06-26 11:33:00,8878
6878,A050169004,A060000161,1,2020-06-24 21:49:05,589
3705,A040149002,A020000129,1,2020-07-30 14:10:25,6456
5765,A030119004,A080000109,1,2020-06-03 02:21:59,4671
6304,A020156008,A050000090,0,2020-01-20 11:32:22,1422
3433,A030081005,A060000025,0,2020-04-28 04:16:17,1580
4323,A020077005,A040000178,0,2020-05-11 19:19:28,7310
2161,A020037005,A040000103,0,2020-02-05 04:02:25,615
4088,A080107003,A010000143,0,2020-09-03 06:55:45,5271
3545,A070120001,A040000175,0,2020-06-04 13:28:13,2127
3587,A020159004,A030000049,0,2020-07-05 23:02:32,1273
7199,A090052005,A040000076,1,2020-10-02 23:27:04,451
2362,A060003003,A050000111,0,2020-07-09 06:41:23,5763
3510,A070056008,A060000100,1,2020-10-11 08:18:08,2603
3292,A080077006,A030000121,1,2020-07-16 06:32:41,10615
3528,A030120005,A030000031,1,2020-10-20 13:13:45,1727
6812,A060183001,A040000057,0,2020-09-04 10:05:27,7944
6256,A060175002,A060000057,1,2020-07-24 09:50:38,7921
90,A030141005,A080000113,1,2020-06-18 05:36:53,8881
4226,A080008003,A050000023,1,2020-09-01 06:16:31,10168
6062,A080033004,A010000102,1,2020-05-27 06:55:19,2848
718,A050024003,A070000113,0,2020-04-11 11:19:04,10335
3806,A060085007,A040000137,1,2020-09-17 12:20:32,627
5853,A010083005,A040000192,1,2020-10-25 11:19:26,2079
4903,A050019001,A050000133,0,2020-05-23 01:37:28,6827
3260,A060052004,A060000031,1,2020-03-30 07:51:04,10329
7104,A040023002,A020000108,1,2020-05-20 10:48:34,5620
302,A010176004,A030000101,1,2020-07-24 07:40:09,9852
4308,A070152001,A080000069,1,2020-04-16 07:02:08,2868
6599,A070115005,A080000129,0,2020-01-31 21:52:26,972
1922,A050187002,A070000100,0,2020-09-01 10:58:04,1877
157,A040117002,A080000095,0,2020-09-02 12:58:36,7597
690,A050187003,A030000090,1,2020-07-31 05:19:06,445
1204,A010122004,A010000001,1,2020-08-24 06:18:52,1721
1181,A070028001,A040000149,1,2020-07-19 07:01:59,9745
5724,A060031002,A020000109,0,2020-04-28 07:21:19,8931
1475,A080097005,A010000183,1,2020-11-21 21:26:18,1576
4145,A080068005,A010000076,0,2020-04-22 03:00:33,1110
6712,A080106002,A060000131,1,2020-09-18 11:16:47,625
5054,A060156005,A040000139,1,2020-09-18 20:22:37,10395
906,A020183003,A050000022,0,2020-10-12 08:46:22,5532
816,A050094004,A080000122,1,2020-06-09 12:01:56,10838
2284,A090062001,A050000045,1,2020-09-29 05:27:32,3703
3929,A060096005,A040000181,0,2020-02-04 07:10:55,7807
351,A090061004,A030000053,1,2020-08-24 12:59:42,706
6851,A040141003,A020000034,1,2020-10-13 11:18:09,7800
411,A080031006,A050000191,1,2020-04-02 05:41:02,1576
5047,A030055001,A020000071,1,2020-05-15 23:47:42,2871
5279,A050180006,A080000019,1,2020-07-12 10:33:08,8094
1636,A050193002,A040000073,0,2020-03-09 12:57:09,8878
5781,A070033005,A050000089,0,2020-07-21 03:12:05,10590
4649,A050086003,A070000092,0,2020-07-21 03:07:38,2132
2303,A040020005,A020000125,0,2020-05-12 04:25:37,6454
1449,A060129007,A060000180,1,2020-10-14 23:27:14,7070
2115,A040065001,A050000142,1,2020-09-11 03:28:14,6828
3461,A070055004,A030000157,1,2020-08-19 23:08:12,2112
5098,A060070005,A020000133,1,2020-12-17 05:36:43,9082
5805,A020097002,A010000090,1,2020-07-02 00:42:20,6555
6299,A020160001,A040000081,0,2020-04-22 12:34:37,1450
2929,A090055006,A050000055,1,2020-07-15 12:05:07,6455
5220,A050090002,A070000112,1,2020-10-13 11:08:52,5814
2810,A070090007,A040000094,0,2020-10-30 07:32:34,4709
437,A080087008,A040000169,0,2020-08-31 03:56:15,4975
1635,A070078005,A030000042,1,2020-07-23 10:16:13,8433
5601,A080123005,A010000104,1,2020-08-25 13:24:54,9519
1250,A050184007,A060000033,1,2020-10-15 08:11:35,10404
6270,A070084005,A020000005,1,2020-09-18 11:36:45,4957
1784,A060126005,A060000164,0,2020-07-09 09:49:01,7596
1127,A010080005,A080000117,0,2020-03-26 21:24:35,10819
6343,A070102006,A040000197,0,2020-04-13 01:45:16,8018
3632,A060095002,A040000072,0,2020-06-11 13:31:12,2047
1135,A010040004,A080000102,0,2020-07-21 03:19:30,346
7021,A030083005,A060000164,0,2020-03-18 08:52:37,4976
1514,A040018001,A030000188,1,2020-06-01 06:14:22,3753
5462,A020073004,A030000072,1,2020-09-18 12:23:07,10181
5924,A030099001,A070000070,1,2020-11-28 19:38:06,458
1622,A090023008,A050000181,0,2020-03-04 11:43:03,9168
2936,A010028002,A040000019,0,2020-08-27 05:10:44,8431
1380,A040123001,A030000151,0,2020-03-22 23:28:40,6796
5789,A050096005,A040000006,0,2020-03-27 03:13:31,2714
3033,A050034006,A050000074,1,2020-08-19 02:47:00,5259
7275,A090020003,A090000001,1,2020-08-07 00:30:26,10396
6314,A080102001,A030000080,0,2020-10-16 08:31:33,10608
4787,A060026001,A080000097,0,2020-08-11 02:15:25,445
5121,A020152004,A040000027,1,2020-04-02 08:05:02,2623
3261,A080043008,A010000184,1,2020-12-08 18:53:07,9077
1619,A050068006,A010000136,0,2020-09-18 07:53:40,9745
2466,A050178005,A070000094,0,2020-10-09 09:02:51,7932
1843,A050178001,A070000130,1,2020-06-15 07:52:52,1394
2214,A050076003,A060000065,0,2020-09-15 02:15:17,2069
1577,A010062004,A050000052,0,2020-04-06 05:50:56,1248
6193,A020141005,A010000005,0,2020-07-02 21:39:11,605
2587,A040037004,A030000122,1,2020-04-24 02:53:26,5761
1971,A090012006,A050000078,0,2020-04-02 20:33:27,2108
4129,A070048009,A020000104,0,2020-09-28 09:16:33,7691
6422,A020019004,A060000030,0,2020-07-20 06:26:39,9122
495,A060078007,A040000143,1,2020-10-23 06:07:04,30
3550,A030137003,A050000003,0,2020-05-08 23:10:12,4976
532,A070024005,A070000162,1,2020-08-26 09:22:11,1872
4754,A060039007,A060000039,0,2020-05-01 04:42:58,4661
514,A070063005,A040000032,1,2020-08-28 01:43:47,2714
1431,A040163002,A070000094,1,2020-05-17 07:18:18,4668
2121,A030114004,A010000021,0,2020-09-04 02:36:06,5532
6336,A090009006,A060000034,1,2020-02-27 12:05:59,7944
3851,A060062005,A080000108,0,2020-01-17 07:03:05,10313
2067,A070143008,A050000091,0,2020-05-03 09:50:16,6794
2581,A070021007,A010000188,1,2020-05-06 03:45:26,707
4294,A060169003,A080000003,0,2020-06-19 01:08:27,346
1155,A080093004,A080000035,0,2020-06-24 06:59:39,2114
3818,A040144003,A060000071,1,2020-10-21 07:35:41,9660
3897,A050188006,A070000114,0,2020-09-24 05:14:46,8124
6893,A070007009,A030000134,0,2020-02-20 22:32:07,4965
5466,A010192004,A060000173,0,2020-03-26 09:31:39,1494
6203,A030104002,A040000184,0,2020-08-24 23:50:32,8425
2363,A010170004,A090000003,1,2020-07-20 05:09:45,4498
4560,A060136003,A010000190,1,2020-12-02 06:30:31,5656
4806,A080138002,A010000044,0,2020-10-19 10:50:37,1720
644,A020184005,A020000044,0,2020-06-26 08:35:35,7601
6613,A060155004,A020000125,0,2020-06-16 03:47:29,4795
475,A080059006,A030000128,1,2020-09-09 02:48:38,4971
4718,A040099003,A050000037,0,2020-06-13 02:09:38,2614
1493,A070045005,A050000032,0,2020-09-16 07:02:10,8018
1487,A020088002,A020000147,1,2020-09-23 22:33:32,9169
5695,A040091001,A030000096,1,2020-03-12 01:05:03,1962
1979,A050036005,A080000074,0,2020-10-26 10:15:36,1181
1225,A060044004,A080000057,1,2020-10-20 13:40:16,2098
6457,A080029004,A050000151,1,2020-02-25 06:01:33,5289
3002,A080013004,A050000026,0,2020-07-28 00:38:56,9064
1159,A080084004,A060000009,1,2020-10-21 23:17:49,10573
4767,A040193005,A060000111,1,2020-10-19 09:18:17,9046
4784,A050001004,A040000012,0,2020-10-06 08:26:09,6806
3353,A050045003,A070000132,1,2020-10-17 11:48:55,2118
409,A070051012,A040000094,1,2020-07-04 02:55:38,2101
1737,A090014006,A030000005,1,2020-07-11 12:44:49,6557
6518,A010190003,A030000114,1,2020-10-19 04:45:48,7803
1278,A010109004,A030000186,1,2020-07-23 09:30:13,7309
5470,A010069001,A030000184,1,2020-05-29 02:39:56,6649
2070,A010018008,A010000025,1,2020-08-10 03:31:35,4242
1598,A070095007,A070000160,0,2020-03-01 02:51:54,332
1340,A070061007,A010000171,0,2020-08-06 11:36:28,7912
5876,A020123003,A030000161,0,2020-09-26 12:26:30,2105
3649,A040170003,A020000164,0,2020-11-17 04:13:45,10190
4446,A080006001,A060000009,0,2020-08-28 18:58:00,2623
5362,A060182001,A090000014,0,2020-06-10 07:53:54,4802
5273,A060122004,A030000192,1,2020-12-02 08:13:34,3691
2487,A070106006,A060000096,0,2020-06-28 23:26:26,1184
559,A010156004,A020000145,0,2020-06-01 03:30:21,5780
1088,A080108002,A030000097,1,2020-03-27 01:42:46,10182
5839,A080061005,A020000011,0,2020-06-18 11:47:11,10328
4501,A010094002,A020000123,0,2020-08-05 00:10:19,7912
1294,A020070001,A090000012,1,2020-04-01 12:30:02,8875
852,A040072004,A040000121,1,2020-10-21 05:45:50,1263
4907,A080018005,A010000119,1,2020-08-13 10:47:56,457
1648,A090056003,A090000007,0,2020-07-10 16:26:36,612
2717,A030118004,A080000018,1,2020-06-23 03:11:17,9075
3623,A020181004,A040000174,1,2020-02-25 05:19:19,9071
2311,A030088004,A020000078,1,2020-03-16 10:41:00,10610
6786,A060063001,A030000075,1,2020-09-09 09:16:15,8129
2320,A050183002,A010000189,1,2020-06-18 09:43:40,9021
7423,A090043003,A080000098,1,2020-08-03 05:09:46,6455
951,A060019003,A030000074,0,2020-08-19 02:43:38,8887
647,A050004006,A080000076,0,2020-06-09 11:19:12,8422
5522,A030070002,A030000194,1,2020-05-15 03:02:15,714
7398,A040045005,A040000066,0,2020-09-08 08:52:28,7581
3300,A030131002,A050000120,1,2020-09-01 02:32:19,1879
6180,A010145001,A070000131,0,2020-08-26 12:36:27,1720
5987,A070113001,A070000113,1,2020-08-16 10:21:29,1443
994,A040051003,A080000105,1,2020-03-24 06:40:01,2717
2661,A060173006,A060000073,1,2020-07-03 05:02:39,9160
5765,A050028004,A050000098,1,2020-08-12 02:34:15,9927
2632,A040055001,A020000038,0,2020-09-05 10:43:15,7924
2733,A090037007,A050000013,0,2020-08-24 14:26:44,9743
3388,A060116001,A020000153,1,2020-07-23 12:59:45,7805
6578,A070003006,A050000168,0,2020-04-07 10:12:54,3828
6979,A030150002,A070000092,1,2020-08-07 09:01:33,2067
2252,A080065007,A070000028,1,2020-11-29 19:57:13,4669
3248,A020069001,A020000039,0,2020-09-01 07:31:15,8423
4340,A080093005,A030000039,1,2020-08-20 07:46:18,593
5611,A040165001,A010000108,1,2020-04-10 02:48:13,374
697,A040020003,A030000046,1,2020-04-14 04:46:48,2079
6192,A070087005,A090000043,1,2020-02-22 06:23:20,9053
2041,A030067004,A060000069,0,2020-06-10 02:03:38,6454
2418,A040138003,A090000058,1,2020-06-18 08:21:18,1578
6412,A080016002,A010000135,1,2020-06-12 02:33:06,9044
1831,A030028002,A060000001,1,2020-12-28 03:49:54,2121
1438,A020179004,A030000092,0,2020-05-13 03:23:28,2054
3686,A070058006,A060000037,1,2020-08-28 08:25:13,2109
4558,A040191001,A040000183,1,2020-06-02 07:00:10,10395
4013,A080138003,A030000129,0,2020-11-26 02:11:41,7226
6734,A080012002,A030000058,1,2020-11-15 07:20:15,1935
3109,A020029004,A030000086,0,2020-03-23 11:27:07,2104
6387,A060098001,A010000138,0,2020-09-15 21:50:30,2849
651,A070027004,A070000076,0,2020-05-15 07:05:56,8886
4058,A060131002,A060000071,1,2020-09-29 05:25:51,7665
1530,A050042004,A070000061,0,2020-06-12 07:24:58,2849
558,A050041002,A010000078,0,2020-07-24 23:48:19,2089
3674,A060145006,A050000170,0,2020-10-15 03:43:50,457
5828,A020006002,A010000178,0,2020-07-01 10:56:03,1534
2798,A080004004,A080000041,1,2020-05-12 23:14:59,9926
6970,A070155005,A090000055,1,2020-10-07 11:32:07,5653
2772,A070139005,A060000020,1,2020-09-14 12:46:56,3693
3710,A010011005,A050000178,1,2020-10-03 14:14:48,9858
1754,A080040006,A070000041,0,2020-01-30 11:55:14,428
4288,A060002001,A010000116,1,2020-03-25 02:03:46,2113
5365,A070164003,A060000136,0,2020-09-17 03:50:33,6826
1048,A050087007,A040000133,1,2020-10-21 01:21:12,590
5163,A070029007,A080000099,0,2020-06-19 05:37:02,4978
236,A090040008,A030000191,0,2020-08-07 06:31:31,10402
2778,A080032003,A070000079,1,2020-11-28 05:17:04,10405
6920,A010115002,A010000126,0,2020-05-11 11:22:01,393
2229,A080138006,A020000048,1,2020-07-15 03:27:08,4957
545,A060135003,A030000004,1,2020-10-14 07:20:34,11246
4128,A040137005,A040000103,0,2020-06-12 08:57:35,445
1345,A040126005,A090000049,0,2020-09-02 03:12:41,628
18,A030038004,A060000026,0,2020-05-22 04:10:45,596
1194,A020079004,A010000147,0,2020-05-27 05:15:46,1180
1215,A050059007,A020000134,0,2020-10-14 10:04:37,1263
4583,A040134005,A020000182,1,2020-08-11 07:45:07,334
5381,A050109003,A060000050,1,2020-09-26 03:50:16,2616
407,A020175001,A060000042,1,2020-05-01 02:11:48,8015
4044,A060042002,A050000061,1,2020-08-11 09:01:40,2621
890,A010030002,A020000059,1,2020-08-12 06:07:24,2049
3402,A030192002,A060000176,0,2020-03-18 01:47:39,601
3814,A020147001,A080000048,1,2020-09-08 09:51:13,431
134,A030118001,A020000035,1,2020-08-08 21:34:30,4243
6393,A020016004,A060000162,0,2020-09-10 02:06:33,6806
315,A020108004,A060000133,0,2020-09-01 11:44:27,10795
4155,A020128003,A070000003,1,2020-02-14 02:11:51,2617
1851,A020187003,A030000009,0,2020-10-19 00:11:14,8423
5403,A030161007,A050000092,0,2020-04-16 06:26:47,11236
2576,A020188001,A080000070,1,2020-04-11 21:16:45,6825
7337,A040179004,A070000119,0,2020-06-28 11:26:40,8913
649,A040079003,A010000052,1,2020-04-01 23:46:43,5844
5812,A010010004,A010000147,0,2020-06-16 13:36:02,1251
6855,A030072001,A070000053,1,2020-03-31 01:28:02,8428
1606,A030080004,A050000067,1,2020-11-22 00:36:03,2128
4485,A020122004,A090000009,0,2020-05-22 02:27:20,4805
4365,A060025003,A050000101,0,2020-04-02 00:50:00,2652
922,A060044002,A050000070,0,2020-03-27 08:30:15,9926
3844,A040121005,A080000131,0,2020-03-04 00:48:35,5781
4449,A030065002,A060000069,0,2020-03-16 02:30:57,1548
1690,A070059001,A060000113,1,2020-04-23 07:19:16,8902
615,A020074003,A060000186,1,2020-06-30 06:39:26,6827
429,A090067006,A030000024,1,2020-06-02 05:32:01,7810
1039,A030008005,A030000097,1,2020-08-27 04:44:40,8404
3438,A030115002,A050000030,0,2020-07-14 12:25:53,5308
1418,A030148001,A020000164,0,2020-10-14 00:07:19,4688
3405,A060061006,A080000131,1,2020-06-28 11:49:47,26
1714,A050037004,A060000136,1,2020-10-12 11:59:21,5142
6420,A020139005,A010000058,0,2020-08-18 05:20:37,4657
6083,A040098001,A050000141,0,2020-11-12 04:34:29,8427
5223,A060115005,A020000135,1,2020-12-03 01:18:46,1964
3692,A070103001,A050000055,0,2020-09-29 11:36:06,431
4893,A080023005,A060000039,0,2020-08-21 19:53:19,8022
1455,A030163001,A060000093,0,2020-08-06 12:21:00,8133
5290,A090070007,A060000145,1,2020-05-16 01:20:29,7809
7262,A070057007,A080000009,0,2020-08-30 12:59:18,8889
2615,A020147002,A060000042,0,2020-07-15 12:36:00,446
4342,A070040006,A010000068,1,2020-11-24 06:04:05,10180
1538,A070087004,A010000143,1,2020-08-25 12:42:54,8901
5445,A040018002,A040000061,0,2020-12-17 06:49:17,8003
2984,A020013005,A050000055,0,2020-10-22 09:53:08,7918
130,A070075006,A020000014,1,2020-01-29 06:31:11,1575
3909,A050021005,A040000005,1,2020-12-18 04:38:06,1200
7426,A050143004,A060000061,0,2020-07-21 11:12:44,9081
5575,A020169003,A060000021,1,2020-06-06 05:05:05,7788
